"grp"	"day"
"15"	"ho,220,oo,15,ww,515,oo,170,ho,520"
"15"	"ho,640,hw,20,oo,185,ho,55,oo,275,ww,35,oo,15,ho,215"
"15"	"ho,60,ww,30,oo,5,ww,385,wo,30,ww,30,wo,30,ww,300,wo,45,ww,175,oo,25,ho,325"
"15"	"ho,310,oo,35,ho,200,oo,5,ho,140,ww,90,oo,15,ho,645"
"15"	"ho,210,oo,30,ww,122,wo,13,ww,45,wo,15,ww,585,oo,60,ho,360"
"15"	"ho,155,oo,77,ww,233,wo,60,ww,45,oo,230,ho,640"
"15"	"ho,210,oo,5,ww,250,wo,75,ww,270,wo,30,oo,50,ww,250,wo,15,ww,60,wo,15,ww,30,oo,3,ho,177"
"15"	"ho,140,oo,40,ww,120,ho,315,oo,135,ho,690"
"15"	"ho,120,oo,18,ow,307,oo,140,ho,22,oo,133,ho,30,oo,20,ho,10,oo,52,ww,18,oo,69,ho,501"
"15"	"ho,200,oo,35,ww,245,ho,135,oo,96,ww,129,oo,20,ho,580"
"15"	"ho,104,oo,46,ww,375,wo,15,ww,135,oo,75,ho,30,oo,190,hw,36,ho,434"
"15"	"ho,300,oo,90,ho,250,oo,10,wo,10,oo,60,ho,720"
"15"	"ho,120,oo,65,ww,235,wo,60,ww,30,oo,35,hw,85,oo,55,ho,75,oo,35,ho,5,oo,10,ho,301,oo,82,ho,147,oo,10,ho,90"
"15"	"ho,180,oo,36,ho,204,oo,20,wo,10,ww,60,wo,30,ww,200,oo,4,ho,48,oo,138,ho,510"
"15"	"ho,145,oo,20,ww,375,wo,30,ww,300,oo,175,ho,395"
"15"	"ho,110,oo,10,ww,420,wo,20,ww,40,oo,90,ho,2,oo,8,ho,123,oo,57,ho,560"
"15"	"ho,272,oo,373,ww,15,oo,40,ho,20,oo,70,ho,90,oo,295,ho,265"
"15"	"ho,100,oo,39,ww,371,wo,30,ww,180,oo,85,ho,635"
"15"	"ho,220,oo,19,ww,121,wo,15,ww,198,wo,7,ww,290,wo,40,ww,140,oo,35,ho,355"
"15"	"ho,1020,oo,2,ho,418"
"15"	"ho,215,oo,85,ww,180,wo,40,ww,140,oo,15,ho,765"
"15"	"ho,450,oo,210,wo,10,ww,185,wo,15,ww,45,oo,145,ho,380"
"15"	"ho,200,oo,20,ww,276,oo,269,ho,675"
"15"	"ho,175,ww,155,wo,21,ww,69,oo,35,ho,350,oo,335,ww,240,wo,15,oo,25,ww,20"
"15"	"ho,375,oo,165,ww,300,wo,15,ww,105,wo,15,ww,75,oo,15,ho,375"
"15"	"ho,240,oo,55,ww,5,wo,15,ww,165,oo,10,ho,290,ww,25,wo,20,ww,15,oo,170,ho,430"
"15"	"ho,210,oo,30,ww,210,wo,45,ww,75,wo,15,ww,195,oo,30,ho,630"
"15"	"ho,195,oo,16,ww,389,wo,15,ww,105,oo,10,ho,710"
"15"	"ho,300,oo,95,ww,295,wo,45,ww,135,oo,100,ho,470"
"15"	"ho,190,oo,15,ho,25,oo,35,ho,125,oo,165,ho,115,oo,30,ho,130,oo,10,ho,600"
"15"	"ho,500,oo,90,ho,40,hw,60,ho,750"
"15"	"ho,150,oo,60,ww,120,oo,150,ho,385,oo,221,ho,334,oo,20"
"15"	"ho,150,oo,2,ww,328,wo,30,ww,30,wo,15,ww,225,oo,60,ho,600"
"15"	"ho,152,oo,33,ww,715,oo,5,ho,535"
"15"	"ho,200,oo,67,ww,213,wo,30,ww,240,oo,214,hw,30,ho,446"
"15"	"ho,180,oo,5,ww,175,wo,15,ww,345,oo,75,ho,645"
"15"	"ho,310,oo,60,ww,170,wo,30,ww,120,oo,95,ho,72,oo,38,ho,545"
"15"	"ho,240,oo,10,ww,230,oo,5,ho,70,hw,58,ho,27,oo,110,ho,690"
"15"	"ho,360,oo,60,ow,37,oo,78,wo,5,ww,210,oo,42,ho,648"
"15"	"ho,165,oo,20,ho,121,oo,202,ho,402,oo,20,ho,510"
"15"	"ho,210,oo,10,ww,410,wo,30,ww,165,oo,105,ho,510"
"15"	"ho,145,oo,50,ww,195,wo,12,ww,78,wo,15,ww,135,oo,55,ho,110,oo,5,ho,20,oo,10,ho,610"
"15"	"ho,185,oo,50,ww,395,wo,5,ww,165,oo,55,ho,45,oo,57,ho,483"
"15"	"ho,210,ww,540,oo,42,ho,98,oo,170,ho,380"
"15"	"ho,495,oo,27,ow,258,wo,60,oo,16,ho,584"
"15"	"ho,210,oo,105,ww,165,wo,60,ww,300,oo,60,ho,540"
"15"	"ho,240,oo,50,ww,520,wo,30,ww,120,wo,15,ww,195,oo,50,ho,220"
"15"	"ww,495,oo,485,ho,460"
"15"	"ho,180,oo,95,ww,85,wo,75,ww,45,wo,5,ww,385,oo,87,ho,483"
"15"	"ho,240,oo,15,ww,90,ho,15,oo,10,ww,140,wo,15,ww,78,wo,57,ww,120,oo,205,ho,455"
"15"	"ho,315,oo,40,ho,29,oo,436,ho,620"
"15"	"ho,285,oo,45,ww,420,oo,5,ho,685"
"15"	"hw,150,ho,15,oo,35,ww,310,wo,30,ww,30,oo,75,ho,30,oo,10,ho,100,oo,15,ho,30,oo,256,ho,354"
"15"	"ho,105,hw,15,ho,85,oo,30,ww,455,oo,45,ho,75,oo,225,ho,405"
"15"	"ho,145,oo,36,ho,59,oo,48,ww,492,oo,370,ho,290"
"15"	"ho,190,oo,25,ww,465,wo,10,ww,60,oo,105,ho,585"
"15"	"ho,264,ww,96,wo,30,ww,390,oo,35,ho,625"
"15"	"ho,270,oo,45,ww,525,wo,15,ww,105,wo,45,ww,105,oo,112,ho,218"
"15"	"ho,30,oo,12,ww,228,oo,15,ww,390,wo,15,ww,120,oo,45,ho,585"
"15"	"ho,140,ww,220,wo,15,ww,105,wo,30,ww,180,wo,15,ww,285,wo,30,ww,80,oo,145,ho,195"
"15"	"ho,330,oo,60,ww,90,oo,380,ho,580"
"15"	"ww,120,oo,20,ww,490,wo,30,oo,105,ho,675"
"15"	"ho,180,hw,40,oo,20,ww,90,wo,15,ww,375,wo,15,ww,105,oo,60,ho,540"
"15"	"ho,225,oo,50,ww,205,wo,30,ww,60,oo,30,ho,840"
"16"	"ww,60,oo,15,ww,495,oo,173,ho,179,hw,30,ho,488"
"16"	"ww,60,oo,15,ww,405,wo,15,ww,15,wo,15,ww,135,oo,25,ow,140,oo,62,ho,553"
"16"	"ho,242,hw,15,ho,88,oo,195,ww,180,oo,113,ho,607"
"16"	"ho,135,oo,15,ho,70,oo,20,ww,210,wo,30,ww,50,wo,10,ww,30,wo,5,ho,865"
"16"	"ho,290,oo,192,ho,323,oo,135,ho,500"
"16"	"ho,425,ww,55,oo,45,ho,45,hw,120,oo,35,ho,190,oo,15,ho,510"
"16"	"ho,205,oo,23,ow,134,oo,43,ho,400,oo,105,ho,530"
"16"	"oo,70,ww,170,wo,25,ww,185,oo,35,ho,955"
"16"	"ho,682,hw,158,ho,600"
"16"	"ho,240,oo,52,ww,308,wo,15,ww,105,oo,112,ho,608"
"16"	"ho,250,oo,20,ww,30,wo,15,ww,165,oo,180,ho,780"
"16"	"ho,182,oo,118,ww,60,wo,15,ww,255,oo,120,ho,690"
"16"	"ho,220,oo,10,hw,185,ow,90,hw,5,ho,295,oo,5,ho,60,oo,6,ho,564"
"16"	"ho,120,oo,15,ww,345,wo,30,ww,270,oo,160,ho,500"
"16"	"ho,120,oo,50,ww,190,wo,15,ww,105,wo,30,ww,180,oo,91,ho,659"
"16"	"ho,45,hw,212,ho,23,oo,80,ow,2,oo,133,ho,20,oo,250,ho,675"
"16"	"ho,140,oo,10,ho,18,oo,12,ww,120,wo,15,ww,315,wo,15,ww,195,oo,107,ho,493"
"16"	"ho,60,ww,210,wo,20,ww,610,ho,540"
"16"	"ho,330,oo,210,ww,870,wo,15,ww,15"
"16"	"ho,40,oo,20,ho,40,oo,30,ww,260,wo,30,ww,60,wo,30,ww,270,oo,3,ho,237,oo,125,ho,295"
"16"	"ho,60,ww,450,wo,15,ww,345,oo,90,ho,480"
"16"	"ho,242,hw,118,ho,425,ww,25,oo,165,ho,465"
"16"	"ho,290,oo,115,ho,256,oo,82,ho,82,oo,20,ho,46,oo,19,ho,410,ww,90,wo,15,ww,15"
"16"	"ho,220,oo,15,ww,395,oo,5,ho,131,oo,4,ho,670"
"16"	"ho,125,oo,45,wo,10,ww,330,wo,30,ww,330,oo,60,ho,510"
"16"	"ho,92,oo,8,ww,230,wo,15,ww,15,wo,30,ww,60,oo,193,ho,32,oo,170,ho,595"
"16"	"ho,282,oo,428,ho,730"
"16"	"ho,85,oo,25,wo,10,ww,360,oo,265,ho,177,hw,30,ho,36,oo,10,ho,442"
"16"	"ho,60,oo,30,ww,390,oo,235,ho,725"
"16"	"ho,270,oo,75,ow,45,oo,15,ho,120,oo,15,ho,120,oo,25,ho,65,hw,150,ho,540"
"16"	"ho,525,oo,45,ww,270,wo,25,ww,365,wo,30,ww,180"
"16"	"ho,120,oo,20,ww,160,wo,15,ww,465,wo,15,ww,105,oo,105,ho,435"
"16"	"ho,120,oo,30,ww,210,wo,15,ww,405,oo,1,ho,659"
"16"	"ho,40,oo,37,ww,223,wo,30,ww,510,oo,101,ho,499"
"16"	"ho,92,oo,68,wo,5,ww,195,wo,5,ww,895,wo,30,ww,150"
"16"	"ho,70,oo,50,ww,240,wo,15,ww,135,wo,75,ww,45,oo,1,ho,44,oo,240,ho,525"
"16"	"ho,40,oo,14,ww,221,wo,15,ww,190,wo,60,ww,30,wo,25,ww,185,oo,150,ho,510"
"16"	"ho,120,ww,165,wo,5,ho,40,hw,90,ho,190,ww,50,oo,15,ho,91,oo,44,ho,11,oo,24,ho,595"
"16"	"ho,310,oo,35,ow,135,oo,15,ho,35,ow,115,oo,30,ww,165,oo,10,ho,470,ww,90,wo,15,ww,15"
"16"	"ho,120,oo,20,ww,70,wo,15,ww,50,wo,5,ww,170,wo,30,ww,120,oo,60,ho,780"
"16"	"ho,120,ww,360,wo,30,ww,180,oo,35,ho,145,oo,30,ho,540"
"16"	"ho,242,hw,15,ho,322,ww,111,wo,15,ww,285,oo,90,ho,360"
"16"	"ho,60,oo,30,wo,5,ww,445,oo,150,ww,540,wo,30,ww,90,wo,30,ww,60"
"16"	"ho,120,oo,25,ho,65,hw,270,ho,75,ww,195,oo,315,ho,375"
"16"	"ho,480,oo,363,ho,79,hw,30,ho,488"
"16"	"ho,60,oo,16,ww,164,wo,10,ww,410,wo,15,ww,75,oo,55,ho,635"
"16"	"ho,120,oo,15,ho,115,oo,290,ho,382,hw,98,ho,405,hw,15"
"16"	"ww,120,oo,115,ww,125,wo,15,ww,75,oo,5,ho,385,ww,270,wo,15,ww,105,wo,30,ww,180"
"16"	"ho,150,hw,107,ho,278,oo,5,ww,270,oo,35,ho,595"
"16"	"ho,45,hw,522,oo,158,ho,197,hw,30,ho,488"
"16"	"ho,60,oo,17,ww,253,wo,15,ww,135,ho,421,hw,59,ho,480"
"16"	"ho,150,ww,150,wo,10,ww,170,wo,60,ww,60,oo,240,ho,60,oo,60,ho,480"
"16"	"ho,358,oo,182,ww,120,oo,30,ww,60,oo,30,ho,142,hw,30,ho,488"
"16"	"ho,115,oo,20,ww,285,oo,216,ho,46,hw,8,oo,55,ho,695"
"16"	"ho,120,ww,240,wo,30,ww,510,ho,540"
"16"	"ho,120,oo,120,ww,90,wo,30,ww,60,wo,30,ww,30,wo,15,ww,45,wo,45,ww,75,wo,15,ww,105,ho,660"
"16"	"ho,180,oo,85,ww,245,wo,30,ww,300,oo,158,ho,442"
"16"	"ho,242,hw,15,ho,218,oo,45,ho,59,ww,341,wo,15,ww,475,wo,15,ww,15"
"16"	"ho,90,hw,90,ho,30,oo,25,ww,95,wo,45,ww,105,wo,30,ww,150,oo,15,ho,765"
"16"	"ho,120,ww,240,wo,30,ww,90,wo,45,ww,75,wo,15,ww,105,oo,11,ww,70,oo,9,ho,630"
"16"	"ho,530,ow,130,oo,30,ww,30,oo,11,ww,49,ho,660"
"16"	"ww,300,wo,15,ww,285,oo,60,ho,90,hw,90,ho,570,ww,30"
"16"	"ho,510,ww,120,oo,190,ho,620"
"16"	"ho,90,hw,75,ho,55,oo,15,ww,125,wo,15,ww,105,wo,45,ww,45,ow,90,oo,75,ho,705"
"16"	"ww,30,ho,37,oo,28,ww,175,wo,15,ww,465,oo,36,ho,654"
"16"	"ho,45,hw,435,ho,118,oo,207,ho,635"
"16"	"ho,85,oo,5,wo,5,ww,265,wo,5,ww,115,oo,80,ho,145,hw,135,ho,600"
"16"	"ho,140,oo,35,ww,305,wo,50,ww,250,oo,15,ho,645"
"16"	"ho,143,hw,37,ho,390,oo,85,ho,267,hw,68,oo,195,ho,255"
"16"	"ho,240,oo,242,ho,208,oo,27,ho,33,hw,90,ho,600"
"16"	"ho,90,hw,167,ho,23,oo,202,ho,958"
"16"	"ho,120,oo,20,ww,160,wo,15,ww,165,wo,45,ww,315,oo,244,ho,356"
"16"	"ho,290,oo,70,ww,210,ow,75,oo,65,ho,730"
"16"	"ho,60,oo,16,ww,224,ho,300,oo,9,ho,96,hw,67,ho,668"
"16"	"ho,525,oo,325,ho,590"
"17"	"ho,180,oo,25,ww,245,wo,80,ww,10,wo,20,ww,280,oo,55,ho,545"
"17"	"ho,120,oo,15,ww,186,wo,9,ww,120,wo,60,ww,270,oo,150,ho,510"
"17"	"ho,210,oo,305,ww,250,oo,15,hw,10,ho,650"
"17"	"ho,135,oo,23,ww,202,wo,20,ww,190,wo,75,ww,105,oo,30,ho,30,oo,30,ho,305,hw,5,ho,290"
"17"	"ho,55,oo,25,ww,335,wo,35,ww,270,oo,90,ho,630"
"17"	"ho,495,oo,45,ho,330,oo,80,ho,490"
"17"	"ho,60,oo,30,ww,240,wo,10,ww,20,wo,20,ww,250,wo,20,ww,370,ho,420"
"17"	"ho,275,oo,34,ww,171,wo,30,ww,240,oo,30,ho,660"
"17"	"ho,180,oo,17,ww,253,wo,90,ww,180,oo,180,ho,540"
"17"	"ho,100,oo,15,wo,5,ww,180,wo,15,ww,165,wo,30,ww,90,wo,15,ww,625,oo,140,wo,15,ho,45"
"17"	"ho,20,oo,10,ww,450,wo,45,ww,75,wo,15,ww,225,oo,10,ho,590"
"17"	"ho,465,oo,65,ow,130,oo,75,ho,705"
"17"	"ho,140,ww,290,wo,50,ww,210,oo,95,ow,30,oo,60,ho,565"
"17"	"ho,90,oo,30,ww,180,wo,15,ww,435,oo,10,ho,680"
"17"	"ho,240,oo,10,ww,71,wo,24,ww,390,oo,45,ho,660"
"17"	"ho,135,oo,10,ww,335,oo,10,ww,140,wo,10,oo,45,ho,755"
"17"	"ho,130,oo,44,ho,31,oo,15,ww,260,wo,15,ww,165,wo,15,ww,60,oo,25,ho,50,oo,60,ho,570"
"17"	"ho,135,oo,9,wo,6,ww,360,wo,30,ww,120,oo,130,ho,215,hw,135,ho,300"
"17"	"ho,180,oo,10,ww,290,wo,30,ww,630,oo,61,ho,239"
"17"	"ho,60,oo,112,ww,518,oo,91,ho,244,oo,60,ho,355"
"17"	"ho,127,oo,23,wo,30,ww,600,oo,2,ww,358,oo,15,ho,285"
"17"	"ho,180,oo,25,ww,275,wo,30,ww,150,oo,69,ho,711"
"17"	"ho,86,oo,34,ww,330,wo,60,ww,150,oo,100,ho,5,oo,105,ho,570"
"17"	"ho,75,oo,15,ow,30,ww,150,wo,20,ww,130,wo,60,ww,120,oo,5,ho,835"
"17"	"ho,43,oo,77,ww,210,wo,30,ww,120,wo,30,ww,170,oo,40,ow,40,oo,5,ww,75,oo,30,ho,500,oo,50,ww,20"
"17"	"ho,110,oo,40,wo,30,ww,300,wo,30,ww,210,oo,15,ho,105,oo,150,ho,450"
"17"	"ho,90,oo,80,ww,160,wo,15,ww,165,oo,90,ww,165,oo,45,ho,630"
"17"	"ho,30,oo,60,ww,210,wo,10,ww,170,wo,30,ww,260,oo,35,ho,55,oo,145,ho,435"
"17"	"ho,150,oo,30,ww,300,wo,30,ww,390,wo,8,oo,113,ho,419"
"17"	"ho,152,oo,81,ww,217,oo,79,wo,11,ww,240,oo,235,ho,185,oo,5,ww,35,oo,35,ho,165"
"17"	"ho,135,oo,36,ww,309,wo,30,ww,180,oo,70,ho,680"
"17"	"ho,180,oo,17,ww,223,wo,30,ww,240,oo,20,ho,730"
"17"	"ho,85,oo,51,wo,4,ww,520,oo,17,ho,763"
"17"	"ho,75,oo,3,ho,132,oo,30,ww,210,wo,60,ww,90,oo,180,ho,660"
"17"	"ho,60,oo,45,ho,100,oo,104,ww,171,wo,30,ww,90,wo,15,ww,15,oo,40,ww,20,oo,50,ho,700"
"17"	"ho,60,oo,60,ww,360,wo,30,ww,105,oo,185,ho,10,oo,30,ho,55,oo,15,ho,530"
"17"	"ho,310,oo,45,ww,365,wo,15,ww,75,oo,75,ho,40,oo,5,ho,75,hw,145,ho,290"
"17"	"ho,85,oo,22,wo,13,ww,690,oo,100,ho,530"
"17"	"ho,60,oo,20,ww,160,wo,15,ww,45,wo,10,ww,170,wo,60,ww,120,oo,69,ho,21,oo,31,ho,659"
"17"	"ho,197,oo,38,ww,245,oo,55,wo,5,ww,60,oo,150,ww,90,oo,105,ho,62,oo,13,ho,420"
"17"	"ho,195,oo,20,ww,265,wo,30,hw,30,ho,70,oo,67,ho,763"
"17"	"ho,120,oo,30,ww,90,wo,15,ww,45,wo,15,ww,5,wo,15,ww,355,oo,30,ho,180,oo,185,ho,355"
"17"	"ho,180,oo,10,ww,560,oo,110,ho,10,oo,40,ho,530"
"17"	"ho,45,oo,115,wo,5,ww,85,oo,70,ww,160,wo,30,ww,330,oo,120,ho,480"
"17"	"ho,705,oo,25,ho,710"
"17"	"ho,210,oo,13,wo,17,ww,210,wo,30,ww,300,oo,60,ho,170,oo,66,ho,364"
"17"	"ho,1440"
"17"	"ho,60,oo,45,ww,220,wo,5,ww,300,oo,270,ho,540"
"17"	"ho,137,oo,33,ww,57,wo,8,ww,245,wo,15,ww,405,oo,185,ho,355"
"17"	"ho,140,oo,40,ww,150,wo,15,ww,465,wo,15,ww,125,oo,40,ho,450"
"17"	"ho,360,oo,40,ww,80,wo,30,ww,210,oo,60,wo,30,ww,150,oo,136,ho,344"
"17"	"ho,315,oo,25,ww,140,oo,49,wo,11,ww,270,oo,135,ho,495"
"17"	"ho,180,hw,320,ho,30,oo,115,ho,130,oo,18,ho,647"
"17"	"ho,210,oo,30,ww,120,wo,15,ww,375,oo,105,ho,585"
"17"	"ho,220,oo,20,ww,120,wo,15,ww,435,oo,210,ho,420"
"17"	"ho,255,oo,25,ho,395,oo,19,ho,56,hw,120,ho,570"
"17"	"ho,165,oo,75,ww,90,wo,15,ww,135,wo,25,ww,150,oo,50,ho,125,oo,135,ho,475"
"17"	"ho,150,oo,4,ww,296,wo,60,ww,90,wo,15,ww,165,oo,90,ho,570"
"17"	"ho,480,oo,5,ho,955"
"17"	"ho,185,oo,27,ww,148,wo,15,ww,345,oo,90,ho,630"
"17"	"ho,80,oo,27,wo,68,ww,275,wo,30,ww,360,wo,20,oo,10,ho,570"
"17"	"ho,180,oo,15,ww,285,wo,60,ww,240,oo,45,ho,615"
"17"	"ho,108,oo,42,wo,30,ww,600,oo,60,ho,600"
"17"	"ho,420,oo,40,ho,70,oo,40,ho,155,oo,37,ho,383,hw,10,ho,285"
"17"	"ho,90,oo,15,ww,375,wo,30,oo,35,ho,145,oo,30,ow,55,oo,10,ho,655"
"17"	"ho,152,oo,18,ww,345,oo,365,ho,125,hw,15,ho,420"
"17"	"ho,125,oo,35,wo,20,ww,510,wo,15,ww,15,oo,105,ho,615"
"17"	"ho,60,oo,30,ww,390,oo,55,wo,5,ww,30,oo,5,ho,865"
"17"	"ho,87,oo,78,ow,435,oo,90,ho,750"
"17"	"ho,530,oo,15,ww,145,oo,30,ho,720"
"17"	"ho,60,oo,50,wo,70,ho,50,oo,45,ww,205,oo,180,ho,780"
"17"	"ho,180,oo,60,ww,240,wo,30,ww,150,wo,15,ww,165,oo,90,ho,510"
"17"	"ho,675,oo,85,ho,10,oo,15,ho,655"
"17"	"ho,90,oo,150,ww,60,wo,15,ww,45,wo,15,ww,105,oo,105,ww,195,oo,50,ho,610"
"17"	"ho,465,oo,60,ww,75,oo,30,ww,120,wo,45,ho,225,oo,75,ho,345"
"18"	"ho,195,oo,45,ww,660,wo,30,ww,90,wo,120,ww,30,oo,90,ho,180"
"18"	"ho,120,oo,60,ww,150,wo,60,ww,30,wo,90,ww,90,wo,15,ww,222,oo,168,ho,435"
"18"	"ho,270,oo,220,ww,230,oo,10,ho,140,oo,20,ho,61,oo,85,ho,404"
"18"	"ho,105,oo,15,ww,360,oo,5,ho,110,oo,22,ho,48,oo,37,ho,23,oo,220,ww,135,wo,10,ww,350"
"18"	"ho,240,oo,30,ww,210,wo,30,ww,165,oo,22,ho,743"
"18"	"ho,60,oo,122,ho,598,oo,245,ho,415"
"18"	"ho,150,oo,60,wo,60,ww,510,oo,20,ho,14,oo,66,ho,560"
"18"	"ho,445,oo,15,ho,10,oo,70,ww,30,wo,30,ww,330,oo,58,ho,452"
"18"	"ho,150,oo,30,ww,120,wo,10,ww,170,wo,10,ww,260,oo,535,ho,155"
"18"	"ho,30,oo,90,ww,345,wo,75,ww,120,oo,80,ho,700"
"18"	"ho,180,oo,15,ww,585,oo,150,ho,510"
"18"	"ho,190,oo,95,hw,20,ho,75,hw,70,ho,80,oo,15,ho,50,ww,125,ho,720"
"18"	"ho,120,oo,60,ww,80,wo,10,ww,120,wo,20,ww,370,oo,75,ho,33,hw,222,ho,330"
"18"	"ho,160,oo,15,ww,425,oo,5,ww,175,oo,140,ho,520"
"18"	"ho,270,oo,20,ww,430,oo,30,ho,690"
"18"	"ho,160,oo,75,ww,245,wo,30,ww,210,wo,15,ww,15,oo,25,ho,70,oo,7,ho,588"
"18"	"ho,405,oo,10,ww,245,oo,5,ho,1,oo,84,hw,60,ho,90,oo,4,ho,266,oo,15,wo,15,ww,240"
"18"	"ho,165,oo,135,ho,540,oo,120,ho,480"
"18"	"ho,100,oo,45,ww,275,wo,30,ww,30,wo,30,ww,270,oo,1,ho,64,oo,12,ho,583"
"18"	"ho,420,hw,60,ho,60,oo,45,ho,855"
"18"	"ho,195,oo,94,ho,1151"
"18"	"oo,75,ww,345,wo,30,ww,150,wo,30,ww,30,wo,15,ww,135,oo,15,ho,615"
"18"	"ho,30,oo,60,wo,25,ww,65,oo,10,hw,5,oo,20,ww,175,wo,30,ww,90,oo,25,ww,245,oo,240,ho,420"
"18"	"ho,110,oo,5,ho,105,oo,5,wo,15,ww,240,wo,30,ww,180,oo,15,ho,735"
"18"	"ho,15,oo,95,wo,10,ww,150,wo,30,ww,480,oo,65,ho,325,oo,120,ho,150"
"18"	"ho,105,oo,15,ww,360,oo,65,ho,115,oo,1,ho,179,oo,30,ho,570"
"18"	"ho,390,ww,330,oo,210,ho,510"
"18"	"ho,30,oo,15,ww,465,wo,90,ww,180,wo,15,ww,105,ho,540"
"18"	"ho,180,oo,35,ww,145,wo,20,ww,15,oo,140,ho,5,hw,213,ho,137,oo,10,ho,540"
"18"	"ho,170,oo,10,ww,275,oo,80,ho,60,oo,50,ho,15,oo,10,ho,5,hw,95,oo,10,ho,330,oo,30,ho,300"
"18"	"ho,80,oo,62,ww,158,wo,15,ww,195,wo,15,ww,165,oo,6,ww,84,oo,45,ho,615"
"18"	"ho,325,oo,220,ho,55,hw,145,ho,695"
"18"	"ho,300,oo,65,hw,86,ho,79,oo,40,ho,180,oo,25,ho,90,oo,145,ho,430"
"18"	"ho,345,ow,165,oo,40,ww,200,oo,105,ho,585"
"18"	"ho,195,oo,25,ww,260,oo,60,ww,90,wo,10,ww,140,wo,90,ww,30,wo,30,ww,175,oo,5,ho,330"
"18"	"ho,160,oo,5,ww,615,oo,270,ho,390"
"18"	"ho,170,oo,51,ho,263,oo,51,ho,65,oo,80,ho,70,oo,23,ho,667"
"18"	"ho,420,oo,60,ho,270,oo,15,ho,65,oo,27,ho,583"
"18"	"ho,300,oo,30,wo,25,ww,125,wo,47,ww,463,oo,360,ho,90"
"18"	"ho,105,oo,23,wo,22,ww,330,wo,30,ww,30,wo,30,ww,180,oo,35,ho,655"
"18"	"ho,385,oo,161,ww,144,oo,12,ho,138,oo,3,ho,597"
"18"	"ho,220,oo,15,ww,230,wo,15,ww,120,oo,105,ho,5,oo,115,ho,615"
"18"	"ho,210,oo,22,ww,38,wo,10,ww,140,oo,15,ww,105,oo,120,ho,210,oo,90,ho,480"
"18"	"oo,60,ww,240,wo,15,ww,157,wo,8,ww,150,oo,20,ho,264,oo,16,ho,510"
"18"	"ho,135,oo,10,wo,35,ww,65,wo,10,ww,255,wo,30,ww,240,oo,35,ho,625"
"18"	"ho,30,oo,30,ho,50,oo,45,ww,595,oo,70,ho,221,oo,49,ho,350"
"18"	"ho,65,hw,135,oo,285,ho,145,hw,115,ho,695"
"18"	"ho,345,ow,465,ho,630"
"18"	"ho,150,oo,130,ww,230,wo,15,ww,60,wo,15,ww,150,oo,15,ho,675"
"18"	"ho,60,ww,390,ho,990"
"18"	"ho,205,hw,245,ho,125,oo,40,ow,104,oo,46,ho,675"
"18"	"ho,70,oo,10,ww,430,wo,30,ww,60,wo,15,ww,135,oo,35,ho,55,oo,40,ho,560"
"18"	"ho,165,oo,10,ow,30,ww,485,oo,60,ho,5,oo,40,ho,645"
"18"	"ho,120,oo,17,ww,93,wo,40,ww,105,wo,35,ww,130,oo,24,ww,273,oo,43,ho,50,oo,106,ho,404"
"18"	"ho,525,hw,195,ho,720"
"18"	"ho,160,oo,37,ww,253,wo,30,ww,45,oo,20,ww,265,oo,2,ho,628"
"18"	"ho,193,oo,2,ww,465,oo,60,ho,720"
"18"	"ho,240,oo,65,ww,175,wo,30,ww,120,oo,120,ho,10,oo,5,ho,675"
"18"	"ho,630,oo,5,ho,805"
"18"	"ho,125,hw,25,ho,90,ww,210,wo,90,ww,120,oo,30,ww,60,oo,30,ho,45,oo,265,ho,350"
"18"	"ho,145,oo,5,ww,210,oo,85,ww,185,oo,35,ww,40,oo,90,ho,165,oo,90,ho,390"
"18"	"ho,165,oo,60,ww,535,oo,35,ho,27,oo,8,ho,610"
"18"	"ww,420,oo,135,ow,135,ho,250,oo,50,ho,450"
"18"	"ho,390,oo,235,ho,80,oo,2,ho,68,oo,105,hw,170,ho,390"
"18"	"ho,210,oo,21,ww,279,oo,150,ho,340,oo,20,ho,420"
"18"	"ho,105,oo,10,ww,388,wo,7,ww,210,wo,15,ww,45,ho,660"
"18"	"ho,240,hw,240,ho,110,oo,180,hw,60,ho,610"
"18"	"ho,105,oo,21,ho,84,hw,240,ho,34,oo,86,ww,150,oo,188,ho,532"
"18"	"ho,235,oo,55,ww,70,wo,50,ww,190,oo,17,ho,173,oo,45,ho,605"
"18"	"ho,225,oo,80,ww,115,wo,15,ww,45,oo,15,ho,100,ww,155,oo,30,ho,660"
"18"	"ho,45,oo,5,ho,220,oo,33,ww,162,oo,20,wo,55,ww,120,oo,95,ho,685"
"18"	"ho,140,oo,20,ww,110,wo,15,ww,495,oo,30,ho,30,oo,100,ho,500"
"18"	"ho,210,oo,185,ww,85,wo,60,ww,150,oo,5,ho,745"
"18"	"ww,190,wo,15,ww,575,oo,351,ho,309"
"18"	"ho,270,oo,170,ho,90,oo,10,ww,240,oo,30,ho,630"
"19"	"ho,848,oo,112,ho,480"
"19"	"ho,80,oo,40,ww,130,wo,2,ww,228,wo,60,ww,180,oo,25,ho,130,oo,35,ho,530"
"19"	"ho,480,oo,30,ho,150,oo,32,ho,748"
"19"	"ww,81,wo,9,ww,270,wo,30,ww,60,wo,20,ww,220,wo,15,ww,45,oo,115,ho,485,oo,42,ww,18,wo,20,ww,10"
